44.5104	12.2909
70.1054	8.4630
66.4280	10.9220
75.1225	8.7056
73.8803	5.7825
63.2564	8.8315
61.2726	10.6827
40.5551	8.4040
52.6111	9.8646
60.2534	9.0097
68.7186	9.3995
42.9784	8.5050
51.0530	8.0119
55.7020	9.3731
65.6457	10.8023
64.9369	12.4744
46.2446	9.8897
54.3732	12.0351
46.4907	10.9136
68.1064	10.4983
54.8101	13.2412
54.6555	12.2369
39.1978	11.7595
43.6833	12.6685
55.8563	15.2382
63.5809	12.0636
38.8828	11.0500
45.6069	14.4528
48.0089	13.7996
47.5270	11.8475
68.1431	12.0123
63.5698	12.6835
48.0196	11.2378
51.4980	13.1559
55.2291	11.2665
62.3778	12.1601
42.6909	9.5547
37.8713	9.9518
45.4363	11.9058
53.6343	13.7169
62.9934	10.0094
31.4716	8.0896
42.8568	11.4820
52.0988	8.0925
62.2062	10.8021
71.2731	7.3171
72.1356	8.2769
64.6561	8.7193
53.1125	10.2891
73.4730	11.2189
55.3531	10.7032
52.4524	9.9872
38.6726	8.7816
47.7716	8.6263
56.9119	9.3595
63.7984	7.4827
33.4734	8.8625
42.5381	12.2394
56.1328	10.0524
65.7102	10.8513
65.6522	11.8297
61.3221	11.2218
44.0305	12.3100
41.4157	10.1887
58.4534	10.2342
44.2762	10.2308
48.3834	10.8759
40.7745	10.9440
46.5633	9.3641
52.3269	11.2327
56.0811	9.9024
36.5136	10.6661
42.9632	9.5615
49.1987	12.5682
57.4200	10.8714
54.9213	9.9593
63.2756	7.0135
56.8614	10.3063
49.2987	7.9941
59.3959	8.3076
44.8094	11.1511
39.1088	8.8315
32.6002	7.5710
44.0164	9.5158
54.9423	8.8703
57.1497	10.3586
40.9999	10.2129
44.6477	9.6876
49.2215	8.2303
53.7003	8.3839
68.9412	13.2694
52.9363	10.9429
51.0109	11.6969
55.9066	12.9653
61.7965	8.9395
45.9273	12.2075
40.9576	10.0565
31.9421	10.0953
36.6396	10.2083
38.6448	9.1071
52.1844	10.8366
32.7252	11.6010
43.9984	9.6540
50.5090	8.9686
53.4364	11.3882
81.1601	8.8839
70.5494	7.0154
54.9174	10.3442
49.6350	9.8661
55.5307	8.4316
61.2837	9.8106
46.2254	8.0034
36.2440	8.7969
40.8004	8.8023
51.6153	10.4552
66.3166	10.0913
37.0212	7.4451
44.0813	9.4971
57.5757	6.4381
62.0745	6.2390
78.3431	9.9876
69.2258	8.0969
59.5299	9.8755
57.8482	10.2606
73.3075	9.0790
58.5392	11.3208
54.0963	10.0428
47.3711	10.8012
48.7705	7.7892
57.6788	9.7494
67.8232	7.4454
30.9426	8.0339
40.5326	9.8009
52.5435	9.9240
64.8173	9.5076
61.3882	10.2155
66.3322	11.1123
45.4702	7.6892
45.3150	8.6377
55.3240	6.1770
56.1730	8.7040
44.6086	10.3585
39.8067	8.2885
53.7598	9.0671
59.8921	10.6386
77.2518	8.7931
39.7105	9.5447
46.8271	10.3513
54.4239	11.2077
61.8235	11.1164
